timeStamp,gamePaused,eventType,mapName,cardName,pos_x,pos_y,pos_z,cardPath
6.041237,False,GameStart,Map1,Null,0,0,0,Null
6.061237,False,CardSpawn,Map1,Forest,3.625002,0.07338464,4.375,Card/Nature/C_Forest
6.061237,False,CardSpawn,Map1,Forest,4.875002,0.07322925,2.625,Card/Nature/C_Forest
6.061237,False,CardSpawn,Map1,Mountain,7.125,0.07322925,-1.575,Card/Nature/C_Mountain
6.061237,False,CardSpawn,Map1,Forest,7.875025,0.035,1.575,Card/Nature/C_Forest
6.061237,False,CardSpawn,Map1,Apple Tree,4.06,0.07353556,0.82,Card/Nature/C_Tree
6.061237,False,CardSpawn,Map1,Mountain,4.875001,0.07338464,-3.674999,Card/Nature/C_Mountain
6.061237,False,CardSpawn,Map1,Copper Mine,7.875,0.07322925,-3.674999,Card/Nature/C_Copper Mine
6.061237,False,CardSpawn,Map1,Forest,7.125,0.07338017,3.674999,Card/Nature/C_Forest
11.35454,False,CardSpawn,Map1,village,46.39946,0.188385,172.8473,Card/Scene/C_Human Captal
11.38788,False,CardSpawn,Map1,village,-41.78082,0.1766915,142.5054,Card/Scene/C_Orc Captal
11.42121,False,CardSpawn,Map1,village,-40.25002,0.1766915,222,Card/Scene/C_Elf Captal
11.45455,False,CardSpawn,Map1,village,57.74998,0.188385,184.5,Card/Scene/C_Human Villager
11.48788,False,CardSpawn,Map1,village,47.74998,0.1766915,183.25,Card/Scene/C_Human Villager
11.52121,False,CardSpawn,Map1,village,67.49998,0.1766915,184,Card/Scene/C_Human Villager
11.55454,False,CardSpawn,Map1,village,43.99998,0.188385,186,Card/Scene/C_Human Villager
11.58788,False,CardSpawn,Map1,village,51.99998,0.1766915,183.25,Card/Scene/C_Human Villager
11.62121,False,CardSpawn,Map1,village,40.99998,0.1766915,168.25,Card/Scene/C_Human Villager
11.65455,False,CardSpawn,Map1,village,31.24998,0.188385,163.5,Card/Scene/C_Human Villager
11.68788,False,CardSpawn,Map1,village,24.49998,0.1766915,168.25,Card/Scene/C_Human Villager
11.72121,False,CardSpawn,Map1,village,37.99998,0.1766915,174.75,Card/Scene/C_Human Villager
11.75454,False,CardSpawn,Map1,village,56.74998,0.188385,175.5,Card/Scene/C_Human Villager
11.78788,False,CardSpawn,Map1,village,25.99998,0.1766915,180,Card/Scene/C_Human Villager
11.82121,False,CardSpawn,Map1,village,38.24998,0.1766915,177.75,Card/Scene/C_Human Villager
11.85454,False,CardSpawn,Map1,village,17.49998,0.188385,171.75,Card/Scene/C_Human Villager
11.88788,False,CardSpawn,Map1,village,32.24998,0.1766915,184.75,Card/Scene/C_Human Villager
11.92121,False,CardSpawn,Map1,village,50.99998,0.1766915,179,Card/Scene/C_Human Villager
11.95455,False,CardSpawn,Map1,village,41.49998,0.188385,172.75,Card/Scene/C_Human Villager
11.98788,False,CardSpawn,Map1,village,-63.50002,0.1766915,114,Card/Scene/C_Orc Village
12.02121,False,CardSpawn,Map1,village,-42.50002,0.1766915,139,Card/Scene/C_Orc Village
12.05455,False,CardSpawn,Map1,village,-33.50002,0.188385,166.5,Card/Scene/C_Orc Village
12.08788,False,CardSpawn,Map1,village,-41.75002,0.1766915,121.75,Card/Scene/C_Orc Village
12.12121,False,CardSpawn,Map1,village,-46.00002,0.1766915,120,Card/Scene/C_Orc Village
12.15455,False,CardSpawn,Map1,village,-54.00002,0.188385,152,Card/Scene/C_Orc Village
