timeStamp,gamePaused,eventType,mapName,cardName,pos_x,pos_y,pos_z,cardPath
5.202067,False,GameStart,Map1,Null,0,0,0,Null
5.222067,False,CardSpawn,Map1,Apple Tree,4.06,0.07353556,0.82,Card/Nature/C_Tree
5.222067,False,CardSpawn,Map1,Forest,4.875002,0.07322925,2.625,Card/Nature/C_Forest
5.222067,False,CardSpawn,Map1,Forest,7.875025,0.035,1.575,Card/Nature/C_Forest
5.222067,False,CardSpawn,Map1,Forest,3.625002,0.07338464,4.375,Card/Nature/C_Forest
5.222067,False,CardSpawn,Map1,Mountain,7.125,0.07322925,-1.575,Card/Nature/C_Mountain
5.222067,False,CardSpawn,Map1,Mountain,4.875001,0.07338464,-3.674999,Card/Nature/C_Mountain
5.222067,False,CardSpawn,Map1,Copper Mine,7.875,0.07322925,-3.674999,Card/Nature/C_Copper Mine
5.222067,False,CardSpawn,Map1,Forest,7.125,0.07338017,3.674999,Card/Nature/C_Forest
12.24331,False,CardSpawn,Map1,village,60.99998,0.1770022,174.75,Card/Scene/C_Human Captal
12.28059,False,CardSpawn,Map1,village,-41.78082,0.1615401,142.5054,Card/Scene/C_Orc Captal
12.30579,False,CardSpawn,Map1,village,-40.25002,0.1766915,222,Card/Scene/C_Elf Captal
12.34032,False,CardSpawn,Map1,village,68.24998,0.1766915,176.25,Card/Scene/C_Human Villager
12.37109,False,CardSpawn,Map1,village,48.74998,0.188385,170.25,Card/Scene/C_Human Villager
12.40639,False,CardSpawn,Map1,village,29.49998,0.1766915,185.75,Card/Scene/C_Human Villager
12.45224,False,CardSpawn,Map1,village,50.24998,0.1766915,183.25,Card/Scene/C_Human Villager
12.48068,False,CardSpawn,Map1,village,60.99998,0.1766915,159.25,Card/Scene/C_Human Villager
12.5197,False,CardSpawn,Map1,village,50.74998,0.188228,164.75,Card/Scene/C_Human Villager
12.55098,False,CardSpawn,Map1,village,70.24998,0.188385,188.75,Card/Scene/C_Human Villager
12.59884,False,CardSpawn,Map1,village,29.74998,0.176456,188.5,Card/Scene/C_Human Villager
12.62109,False,CardSpawn,Map1,village,52.74998,0.188385,185,Card/Scene/C_Human Villager
12.65007,False,CardSpawn,Map1,village,65.49998,0.188385,185.5,Card/Scene/C_Human Villager
12.6847,False,CardSpawn,Map1,village,54.74998,0.1766915,177.5,Card/Scene/C_Human Villager
12.722,False,CardSpawn,Map1,village,69.74998,0.1766915,186,Card/Scene/C_Human Villager
12.75941,False,CardSpawn,Map1,village,62.49998,0.188228,182.25,Card/Scene/C_Human Villager
12.7911,False,CardSpawn,Map1,village,69.74998,0.188385,167,Card/Scene/C_Human Villager
12.82568,False,CardSpawn,Map1,village,37.49998,0.1766915,169,Card/Scene/C_Human Villager
12.85806,False,CardSpawn,Map1,village,56.99998,0.188228,190.25,Card/Scene/C_Human Villager
12.90261,False,CardSpawn,Map1,village,-36.50002,0.1766915,161.5,Card/Scene/C_Orc Village
12.92639,False,CardSpawn,Map1,village,-54.25002,0.188385,147.25,Card/Scene/C_Orc Village
12.95759,False,CardSpawn,Map1,village,-29.75002,0.188228,131.25,Card/Scene/C_Orc Village
12.99357,False,CardSpawn,Map1,village,-38.50002,0.188385,114.25,Card/Scene/C_Orc Village
13.02736,False,CardSpawn,Map1,village,-46.75002,0.1766915,137.5,Card/Scene/C_Orc Village
13.06234,False,CardSpawn,Map1,village,-26.50002,0.1766915,131.25,Card/Scene/C_Orc Village
13.09582,False,CardSpawn,Map1,village,-38.25002,0.188228,130,Card/Scene/C_Orc Village
13.12862,False,CardSpawn,Map1,village,-45.00002,0.188385,164.5,Card/Scene/C_Orc Village
13.16211,False,CardSpawn,Map1,village,-57.75002,0.1766915,151.5,Card/Scene/C_Orc Village
13.20559,False,CardSpawn,Map1,village,-57.50002,0.1766915,162.5,Card/Scene/C_Orc Village
13.22787,False,CardSpawn,Map1,village,-25.75002,0.188385,123,Card/Scene/C_Orc Village
